sort,coral_id,site,type,code,family,genus,species,cafi_size_mm,measurement,alt_size_mm,alt_measurement,cafi_weight,extraction_method,known_unknown,predicted_family,photo_num,revised_yn,revision_date,identified_by,revised_by,previous_name,AP_list_num,notes
2857,MAT-POC22,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,668,gravid
2858,MAT-POC22,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,669,gravid
2859,MAT-POC22,,clear_shrimp,FECH,,,,8,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,670,gravid
2860,MAT-POC22,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,671,gravid
2861,MAT-POC22,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,672,gravid
2862,MAT-POC22,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,673,gravid
2863,MAT-POC22,,clear_shrimp,FECH,,,,8,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,674,gravid
2864,MAT-POC22,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,675,
2865,MAT-POC22,,clear_shrimp,FECH,,,,4,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,676,
2866,MAT-POC22,,clear_shrimp,FECH,,,,5,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,677,
2867,MAT-POC22,,clear_shrimp,FECH,,,,4,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,678,
2868,MAT-POC22,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,679,
2869,MAT-POC22,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,680,
2870,MAT-POC22,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,681,
2871,MAT-POC22,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 798- 805,y,31-Oct,AP,ZSP,thicc_harp,682,
2872,MAT-POC22,,snail,green_cca_snail,,,,11,shell_length,,,,clove,unknown,,Unknown Snail 91,,,,,,,
2873,MAT-POC22,,amphipod,red_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Amphopod 76,,,,,,,
2874,MAT-POC22,,amphipod,red_spot_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphopod 77,,,,,,,
2875,MAT-POC22,,snail,coffee_snail,,,,4,shell_length,,,,clove,unknown,,Unknown Snail 92,,,,,,,
2876,MAT-POC22,,worm,masked_worm,,,,8,total_length,,,,clove,unknown,,Unknown Worm 73,,,,,,,
2877,MAT-POC22,,clear_shrimp,bubble_eye_algae_shrimp,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Snail 806,,,,,,,
2878,MAT-POC23,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,18,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2879,MAT-POC23,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,17,rostrum_to_tail,,,,clove,known,,,,,,,,,
2880,MAT-POC23,,shrimp,ALPA,alpheidae,alpheus,pachychirus,10,rostrum_to_tail,,,,clove,known,,,,,,,,,
2881,MAT-POC23,,worm,tube_worm,,,,13,total_length,,,,clove,unknown,,Unknown Worm 74,,,,,,,
2882,MAT-POC23,,shrimp,ALPA,alpheidae,alpheus,pachychirus,13,rostrum_to_tail,,,,smash,known,,,,,,,,,gravid
2883,MAT-POC23,,shrimp,ALPA,alpheidae,alpheus,pachychirus,14,rostrum_to_tail,,,,smash,known,,,,,,,,,
2884,MAT-POC24,,worm,orange_iphione,,,,12,,,,,clove,unknown,,Unknown Iphione,,,,,,,
2885,MAT-POC24,,worm,rainbow_spike_worm,,,,8,total_length,,,,clove,unknown,,Unknown Worm  75,,,,,,,
2886,MAT-POC24,,echinoderm,possible_OPSE,,,,2,disc_width,8,arm_length,,clove,unknown,,Ophiocomella sexradia,,,,,,,
2887,MAT-POC24,,shrimp,ALPR,,,,12,rostrum_to_tail,,,,clove,known,,,,,,,,,
2888,MAT-POC24,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,unknown hermit 60,,,,,,,
2889,MAT-POC24,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,unknown hermit 61,,,,,,,
2890,MAT-POC24,,hermit,crazy_eye_white_hermit,,,,1,carapace_length,,,,clove,unknown,,unknown hermit 62,,,,,,,
2891,MAT-POC24,,worm,white_spike_worm,,,,6,total_length,,,,clove,unknown,,unknown worm 76,,,,,,,
2892,MAT-POC24,,snail,red_spiral_snail,,,,3,shell_length,,,,clove,unknown,,unknown snail 93,,,,,,,
2893,MAT-POC24,,snail,salt_and_pepper_snail,,,,3,shell_length,,,,clove,unknown,,unknown snail 94,,,,,,,
2894,MAT-POC24,,snail,desert_snail,,,,4,shell_length,,,,clove,unknown,,unknown snail 95,,,,,,,
2895,MAT-POC25,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,unknown hermit 63,,,,,,,
2896,MAT-POC30,,crab,blue_spider_crab,,,,18,carapace_width,,,,clove,unknown,,Unknown Crab 170,,,,,,,
2897,MAT-POC30,,snail,tan_ridge_snail,,,,4,shell_length,,,,clove,unknown,,Unknown Snail 96,,,,,,,
2898,MAT-POC30,,snail,LIMP,,,,5,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2899,MAT-POC30,,snail,LIMP,,,,4,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,
2900,MAT-POC30,,shrimp,isopod_long_shrimp,,,,8,rostrum_to_tail,,,,smash,unknown,,Unknown Shrimp 812,,,,,,,poss mantis shrimp?
2901,MAT-POC30,,worm,short_worm,,,,7,total_length,,,,smash,unknown,,Unknown Worm 78,,,,,,,
2902,MAT-POC30,,worm,baboon_worm,,,,16,total_length,,,,smash,unknown,,Unkown Worm 79,,,,,,,
2903,MAT-POC31,,worm,rainbow_worm,,,,12,total_length,,,,clove,unknown,,Unknown Worm 79,,,,,,,
2904,MAT-POC31,,worm,rainbow_worm,,,,11,total_length,,,,clove,unknown,,Unkown Worm 80,,,,,,,
2905,MAT-POC31,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,13,rostrum_to_tail,,,,clove,known,,,,,,,,,
2906,MAT-POC31,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,10,rostrum_to_tail,,,,clove,known,,,,,,,,,
2907,MAT-POC31,,shrimp,possible_SYCH,,,,10,rostrum_to_tail,,,,clove,unknown,,"Unknown shrimp 813, 814",,,,,,,
2908,MAT-POC31,,shrimp,possible_SYCH,,,,9,rostrum_to_tail,,,,clove,unknown,,"Unknown shrimp 813, 814",,,,,,,
2909,MAT-POC31,,clear_shrimp,mosquito_harpiliopsis,,,,6,rostrum_to_tail,,,,clove,unknown,,unknown Shrimp 815,,,,,,,
2910,MAT-POC31,,clear_shrimp,skinny_harpiliopsis,,,,6,rostrum_to_tail,,,,clove,unknown,,unknown Shrimp 816,,,,,,,
2911,MAT-POC31,,hermit,black_eye_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 79,,,,,,,
2912,MAT-POC31,,amphipod,clear_amphipod,,,,4,rostrum_to_tail,,,,smash,unknown,,Unknown Amphopod 78,,,,,,,
2913,MAT-POC32,,clear_shrimp,HASP,,,,14,rostrum_to_tail,,,,clove,known,,,,,,,,,
2914,MAT-POC32,,shrimp,possible_SYCH,,,,15,rostrum_to_tail,,,,clove,unknown,,"Unknown Shrimp 817, 818",,,,,,,gravid
2915,MAT-POC32,,shrimp,possible_SYCH,,,,11,rostrum_to_tail,,,,clove,unknown,,"Unknown Shrimp 817, 818",,,,,,,
2916,MAT-POC32,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,"Unknown Hermit 80, 81, 82",,,,,,,
2917,MAT-POC32,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,"Unknown Hermit 80, 81, 82",,,,,,,
2918,MAT-POC32,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,"Unknown Hermit 80, 81, 82",,,,,,,
2919,MAT-POC32,,crab,frog_crab,,,,3,carapace_length,,,,clove,unknown,,Unknown Crab 171,,,,,,,
2920,MAT-POC32,,crab,white_border_crab,,,,4,carapace_width,,,,clove,unknown,,Unknown Crab 172,,,,,,,
2921,MAT-POC33,,shrimp,possible_SYCH,,,,13,rostrum_to_tail,,,,clove,unknown,,"Unknown Shrimp 819, 820",,,,,,,gravid
2922,MAT-POC33,,shrimp,possible_SYCH,,,,8,rostrum_to_tail,,,,clove,unknown,,"Unknown Shrimp 819, 820",,,,,,,
2923,MAT-POC33,,crab,green_leg_white_crab,,,,5,carapace_width,,,,clove,unknown,,Unknown Crab 173,,,,,,,
2924,MAT-POC30,,hermit,black_eye_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 83,,,,,,,gravid
2925,MAT-POC34,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,16,rostrum_to_tail,,,,clove,known,,,,,,,,,
2926,MAT-POC34,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,12,rostrum_to_tail,,,,clove,known,,,,,,,,,
2927,MAT-POC34,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,14,rostrum_to_tail,,,,clove,known,,,,,,,,,
2928,MAT-POC34,,shrimp,SANE,hippolytidae,saron,neglectus,21,rostrum_to_tail,,,,clove,known,,,,,,,,,
2929,MAT-POC34,,shrimp,ALDI,,,,16,rostrum_to_tail,,,,clove,known,,,,,,,,,
2930,MAT-POC34,,shrimp,ALDI,,,,16,rostrum_to_tail,,,,clove,known,,,,,,,,,
2931,MAT-POC34,,shrimp,ALDI,,,,17,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2932,MAT-POC34,,shrimp,ALDI,,,,14,rostrum_to_tail,,,,clove,known,,,,,,,,,
2933,MAT-POC34,,shrimp,clear_alpheid_shrimp,,,,13,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 821,,,,,,,gravid
2934,MAT-POC34,,shrimp,pale_alpheid_shrimp,,,,12,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 822,,,,,,,
2935,MAT-POC34,,crab,kandi_crab,,,,4,carapace_width,,,,clove,unknown,,Unknown Crab 174,,,,,,,
2936,MAT-POC34,,snail,bumpy_snail,,,,22,shell_length,,,,clove,unknown,,Unknown Snail 97,,,,,,,
2937,MAT-POC34,,snail,groovy_cowry,,,,7,shell_length,,,,clove,unknown,,Unknown Snail 98,,,,,,,
2938,MAT-POC34,,snail,red_wavy_snail,,,,9,shell_length,,,,clove,unknown,,Unknown Snail 99,,,,,,,
2939,MAT-POC34,,snail,bebe_spiral_snail,,,,5,shell_length,,,,clove,unknown,,Unknown Snail 100,,,,,,,
2940,MAT-POC34,,squat_lobster,GAMA,galatheidae,galathea,mauritiana,4,carapace_length,,,,clove,known,,,,,,,,,
2941,MAT-POC34,,worm,stringy_brown_worm,,,,17,total_length,,,,clove,unknown,,"Unknown Worm 82, 83",,,,,,,
2942,MAT-POC34,,worm,stringy_brown_worm,,,,15,total_length,,,,clove,unknown,,"Unknown Worm 82, 83",,,,,,,
2943,MAT-POC34,,echinoderm,gray_stripe_brittle,,,,6,disc_width,15,arm_length,,clove,unknown,,Unknown Brittle Star 58,,,,,,,
2944,MAT-POC34,,echinoderm,OPSE,ophiocomidae,ophiocoma,pica,3,disc_width,9,arm_length,,clove,known,,,,,,,,,
2945,MAT-POC34,,echinoderm,T_brittle,,,,3,disc_width,8,arm_length,,clove,unknown,,Unknown Brittle Star 59,,,,,,,
2946,MAT-POC34,,echinoderm,OPSP,,,,4,disc_width,3,arm_length,,clove,known,ophiozonella spp. ,,,,,,,,
2947,MAT-POC34,,clear_shrimp,long_claw_harpiliopsis,,,,11,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 823,,,,,,,
2948,MAT-POC34,,clear_shrimp,unidentifiable_harpiliopsis,,,,NA,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 824,,,,,,,
2949,MAT-POC34,,clear_shrimp,extra_skinny_harpiliopsis,,,,12,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 825,,,,,,,
2950,MAT-POC34,,worm,stringy_boi_worm,,,,14,total_length,,,,clove,unknown,,Unknown Worm 84,,,,,,,
2951,MAT-POC34,,worm,shrimp_worm,,,,17,total_length,,,,clove,unknown,,Unknown Worm 85,,,,,,,
2952,MAT-POC34,,shrimp,ALPA,alpheidae,alpheus,pachychirus,13,rostrum_to_tail,,,,smash,known,,,,,,,,,
2953,MAT-POC34,,shrimp,ALPA,alpheidae,alpheus,pachychirus,13,rostrum_to_tail,,,,smash,known,,,,,,,,,
2954,MAT-POC34,,shrimp,ALPA,alpheidae,alpheus,pachychirus,17,rostrum_to_tail,,,,smash,known,,,,,,,,,gravid
2955,MAT-POC34,,shrimp,ALPA,alpheidae,alpheus,pachychirus,15,rostrum_to_tail,,,,smash,known,,,,,,,,,
2956,MAT-POC34,,shrimp,ALPA,alpheidae,alpheus,pachychirus,16,rostrum_to_tail,,,,smash,known,,,,,,,,,
2957,MAT-POC34,,shrimp,ALPA,alpheidae,alpheus,pachychirus,8,rostrum_to_tail,,,,smash,known,,,,,,,,,
2958,MAT-POC34,,shrimp,ALDI,,,,19,rostrum_to_tail,,,,smash,known,,Unknown Shrimp 826,y,31-Oct,AP,ZSP,melty_alph,685,pic in smash folder
2959,MAT-POC34,,shrimp,ALCO,,,,18,rostrum_to_tail,,,,smash,known,,,,,,,,,
2960,MAT-POC34,,shrimp,ALPR,,,,11,rostrum_to_tail,,,,smash,known,,,,,,,,,
2961,MAT-POC34,,echinoderm,OPER,ophiocomidae,ophiocoma,erinaceus,7,disc_width,23,arm_length,,smash,known,,,,,,,,,
2962,MAT-POC34,,worm,big_rainbow_worm,,,,29,total_length,,,,smash,unknown,,Unknown Worm 86,,,,,,,
2963,MAT-POC34,,worm,spots_and_stripes_worm,,,,34,total_length,,,,smash,unknown,,Unknown Worm 87,,,,,,,
2964,MAT-POC34,,worm,long_pink_worm,,,,57,total_length,,,,smash,unknown,,Unknown Worm 88,,,,,,,
2965,MAT-POC34,,worm,inch_worm,,,,10,total_length,,,,smash,unknown,,Unknown Worm 89,,,,,,,
2966,MAT-POC34,,echinoderm,OPSP,,,,2,disc_width,2,arm_length,,smash,known,,,,,,,,,
2967,MAT-POC34,,echinoderm,OPSP,,,,4,disc_width,4,arm_length,,smash,known,,,,,,,,,
2968,MAT-POC34,,crab,crown_crab,,,,5,carapace_width,,,,smash,unknown,,Unknown Crab 175,,,,,,,
2969,MAT-POC34,,crab,kandi_crab,,,,3,carapace_width,,,,smash,unknown,,Unknown Crab 176,,,,,,,
2970,MAT-POC34,,echinoderm,OPSE,ophiocomidae,ophiocoma,pica,1,disc_width,5,arm_length,,smash,known,,,,,,,,,
2971,MAT-POC34,,echinoderm,OPSE,ophiocomidae,ophiocoma,pica,3,disc_width,7,arm_length,,smash,known,,,,,,,,,
2972,MAT-POC34,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 84-90,,,,,,,
2973,MAT-POC34,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 84-90,,,,,,,
2974,MAT-POC34,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 84-90,,,,,,,
2975,MAT-POC34,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 84-90,,,,,,,
2976,MAT-POC34,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 84-90,,,,,,,
2977,MAT-POC34,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 84-90,,,,,,,
2978,MAT-POC34,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 84-90,,,,,,,
2979,MAT-POC34,,amphipod,clear_claw_amphipod,,,,3,rostrum_to_tail,,,,smash,unknown,,Unknown Amphipod 79,,,,,,,
2980,MAT-POC35,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,10,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2981,MAT-POC35,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2982,MAT-POC35,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,"Unknown Hermit 91, 92",,,,,,,
2983,MAT-POC35,,hermit,orange_clear_hermit,,,,0.7,carapace_length,,,,clove,unknown,,"Unknown Hermit 91, 92",,,,,,,
2984,MAT-POC35,,worm,scrunchy_boi_worm,,,,24,total_length,,,,smash,unknown,,Unknown Worm 90,,,,,,,
2985,MAT-POC35,,crab,kandi_crab,,,,4,carapace_width,,,,smash,unknown,,Unknown Crab 177,,,,,,,
2986,MAT-POC36,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,16,rostrum_to_tail,,,,clove,known,,,,,,,,,
2987,MAT-POC36,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,20,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2988,MAT-POC36,,shrimp,ALDI,,,,13,rostrum_to_tail,,,,clove,known,,,,,,,,,
2989,MAT-POC36,,shrimp,ATDJ,alpheidae,athanas,djiboutensis,8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2990,MAT-POC36,,shrimp,ATDJ,alpheidae,athanas,djiboutensis,8,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2991,MAT-POC36,,clear_shrimp,skinny_harpiliopsis,,,,12,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 827,,,,,,,gravid
2992,MAT-POC36,,clear_shrimp,skinny_harpiliopsis,,,,7,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 828,,,,,,,
2993,MAT-POC36,,crab,kandi_crab,,,,4,carapace_width,,,,clove,unknown,,Unknown Crab 178,,,,,,,
2994,MAT-POC36,,worm,tube_worm,,,,20,total_length,,,,clove,unknown,,Unknown Worm 91,,,,,,,
2995,MAT-POC36,,worm,rainbow_spike_worm,,,,47,total_length,,,,clove,unknown,,Unknown Worm 92,,,,,,,
2996,MAT-POC36,,worm,lemon_worm,,,,15,total_length,,,,clove,unknown,,Unknown Worm 93,,,,,,,
2997,MAT-POC36,,snail,white_wavy_snail,,,,5,shell_length,,,,clove,unknown,,Unknown Snail 101,,,,,,,
2998,MAT-POC36,,amphipod,red_eye_yellow_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 80-83,,,,,,,
2999,MAT-POC36,,amphipod,red_eye_yellow_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 80-83,,,,,,,
3000,MAT-POC36,,amphipod,red_eye_yellow_amphipod,,,,3,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 80-83,,,,,,,
3001,MAT-POC36,,amphipod,red_eye_yellow_amphipod,,,,2,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 80-83,,,,,,,
3002,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3003,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3004,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3005,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3006,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3007,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3008,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3009,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3010,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3011,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3012,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3013,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3014,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3015,MAT-POC36,,hermit,orange_clear_hermit,,,,2,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3016,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3017,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3018,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3019,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3020,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3021,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3022,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3023,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3024,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3025,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3026,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3027,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3028,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3029,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3030,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3031,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3032,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3033,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3034,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3035,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3036,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3037,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3038,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3039,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3040,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3041,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3042,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3043,MAT-POC36,,hermit,orange_clear_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 93-134,,,,,,,
3044,MAT-POC36,,worm,short_rainbow_worm,,,,6,total_length,,,,smash,unknown,,Unknown Worm 94-96,,,,,,,
3045,MAT-POC36,,worm,short_rainbow_worm,,,,8,total_length,,,,smash,unknown,,Unknown Worm 94-96,,,,,,,
3046,MAT-POC36,,worm,short_rainbow_worm,,,,7,total_length,,,,smash,unknown,,Unknown Worm 94-96,,,,,,,
3047,MAT-POC36,,worm,bug_eye_brown_worm,,,,17,total_length,,,,smash,unknown,,Unknown Worm 97,,,,,,,
3048,MAT-POC36,,worm,tube_worm,,,,28,total_length,,,,smash,unknown,,Unknown Worm 98,,,,,,,
3049,MAT-POC36,,worm,orange_fuzz_iphione,,,,12,,,,,smash,unknown,,Unknown Iphione 2,,,,,,,iphione spp?
3050,MAT-POC36,,shrimp,ALPR,,,,15,rostrum_to_tail,,,,smash,known,,,,,,,,,gravid
3051,MAT-POC36,,hermit,black_eye_hermit,,,,1,carapace_length,,,,smash,unknown,,Unknown Hermit 135,,,,,,,
3052,MAT-POC36,,snail,brown_spiral_snail,,,,3,shell_length,,,,smash,unknown,,Unknown Snail 102,,,,,,,
3053,MAT-POC36,,snail,long_clear_snail,,,,5,shell_length,,,,smash,unknown,,Unknown Snail 103,,,,,,,
3054,MAT-POC38,,clear_shrimp,HASP,,,,15,rostrum_to_tail,,,,clove,known,,,,,,,,,
3055,MAT-POC38,,clear_shrimp,HASP,,,,17,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
3056,MAT-POC38,,clear_shrimp,HASP,,,,18,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
3057,MAT-POC38,,clear_shrimp,HASP,,,,16,rostrum_to_tail,,,,clove,known,,,,,,,,,
3058,MAT-POC38,,clear_shrimp,HASP,,,,14,rostrum_to_tail,,,,clove,known,,,,,,,,,
3059,MAT-POC38,,clear_shrimp,HASP,,,,9,rostrum_to_tail,,,,clove,known,,,,,,,,,
