master_sort,old_sort,coral_id,site,code,type,search_term,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,lowest_level,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species
3548,3536,MAT-POC34,,SAMA,shrimp,Saron marmoratus,16.1,rostrum_to_tail,,,smash,,certain,,,,,,,,210450,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,Saron,Saron marmoratus
3549,3537,MAT-POC34,,SAMA,shrimp,Saron marmoratus,14.5,rostrum_to_tail,,,smash,,certain,,,,,,,,210450,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,Saron,Saron marmoratus
3550,3538,MAT-POC34,,SANE,shrimp,Saron neglectus,19.4,rostrum_to_tail,,,smash,,certain,,,,,,,,210451,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,Saron,Saron neglectus
3551,3539,MAT-POC34,,BRPI,echinoderm,Breviturma pica,14.2,disc_width,29.3,arm_length,smash,,certain,,Accepted genus corrected from Ophiocoma to Breviturma,y,2020-05-22,JC,JC,OPPI,1306674,species,Echinodermata,Asterozoa,NA,Ophiuroidea,Myophiuroidea,Ophintegrida,Ophiacanthida,Ophiodermatina,NA,Ophiocomoidea,Ophiocomidae,NA,Breviturma,Breviturma pica
3552,3540,MAT-POC34,,COMO,snail,Coralliophila monodonta,17.1,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3553,3541,MAT-POC34,,COMO,snail,Coralliophila monodonta,5.1,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3554,3542,MAT-POC34,,COMO,snail,Coralliophila monodonta,5.9,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3555,3543,MAT-POC34,,COMO,snail,Coralliophila monodonta,4.5,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3556,3544,MAT-POC34,,COMO,snail,Coralliophila monodonta,5.7,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3557,3545,MAT-POC34,,COMO,snail,Coralliophila monodonta,5.3,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3558,3546,MAT-POC34,,COMO,snail,Coralliophila monodonta,5.5,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3559,3547,MAT-POC34,,COMO,snail,Coralliophila monodonta,6,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3560,3548,MAT-POC34,,COMO,snail,Coralliophila monodonta,4.1,total_length,,,smash,,certain,,"In biocode as quoyula madreporarum, corrected to accepted name",y,2020-05-22,JC,JC,LIMP,549942,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Muricoidea,Muricidae,Coralliophilinae,Coralliophila,Coralliophila monodonta
3561,3549,MAT-POC34,,CALT,hermit,Calcinus latens,1.2,carapace_length,,,smash,,certain,,,,,,,,208677,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus latens
3562,3550,MAT-POC38,,TRSE,crab,Trapezia serenei,3.2,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3563,3551,MAT-POC38,,TRSE,crab,Trapezia serenei,5.6,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3564,3552,MAT-POC38,,TRBI,crab,Trapezia bidentata,10.6,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
3565,3553,MAT-POC38,,TRBI,crab,Trapezia bidentata,9,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
3566,3554,MAT-POC38,,TRRU,crab,Trapezia rufopunctata,13.9,carapace_width,,,clove,,certain,,,,,,,,210187,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia rufopunctata
3567,3555,MAT-POC38,,TRRU,crab,Trapezia rufopunctata,18.3,carapace_width,,,clove,,certain,,,,,,,,210187,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia rufopunctata
3568,3556,MAT-POC38,,ALLO,shrimp,Alpheus lottini,18.1,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3569,3557,MAT-POC38,,CAMA,fish,Caracanthus maculatus,36.7,total_length,31.7,standard_length,clove,,certain,,,,,,,,220364,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Scorpaeniformes,Scorpaenoidei,NA,NA,Scorpaenidae,Caracanthinae,Caracanthus,Caracanthus maculatus
3570,3558,MAT-POC38,,CAMA,fish,Caracanthus maculatus,36.4,total_length,29.7,standard_length,clove,,certain,,,,,,,,220364,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Scorpaeniformes,Scorpaenoidei,NA,NA,Scorpaenidae,Caracanthinae,Caracanthus,Caracanthus maculatus
3571,3559,MAT-POC38,,PAMO,fish,Paragobiodon modestus,15.2,total_length,11.6,standard_length,clove,,certain,,,,,,,,219538,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
3572,3560,MAT-POC38,,PAMO,fish,Paragobiodon modestus,23.5,total_length,17.6,standard_length,clove,,certain,,,,,,,,219538,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
3573,3561,MAT-POC38,,PAMO,fish,Paragobiodon modestus,21.4,total_length,16.5,standard_length,clove,,certain,,,,,,,,219538,species,Chordata,Vertebrata,Gnathostomata,Actinopterygii,NA,NA,Perciformes,Gobioidei,NA,NA,Gobiidae,Gobiinae,Paragobiodon,Paragobiodon modestus
3574,3562,MAT-POC38,,CANI,hermit,Calcinus nitidus,3.7,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
3575,3563,MAT-POC38,,CANI,hermit,Calcinus nitidus,3,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
3576,3564,MAT-POC38,,CANI,hermit,Calcinus nitidus,2.1,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
3577,3565,MAT-POC38,,CANI,hermit,Calcinus nitidus,1.5,carapace_length,,,clove,,certain,,,,,,,,208675,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Paguroidea,Diogenidae,NA,Calcinus,Calcinus nitidus
3578,3566,MAT-POC38,,PENA,snail,Peristernia nassatula,33,total_length,,,clove,,certain,"smashed for possible hermit, not saved as voucher",,,,,,,208048,species,Mollusca,NA,NA,Gastropoda,Caenogastropoda,NA,Neogastropoda,NA,NA,Buccinoidea,Fasciolariidae,Peristerniinae,Peristernia,Peristernia nassatula
3579,3567,MAT-POC34,,TRSE,crab,Trapezia serenei,9.2,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3580,3568,MAT-POC34,,TRSE,crab,Trapezia serenei,9.7,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3581,3569,MAT-POC34,,TRSE,crab,Trapezia serenei,5.7,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3582,3570,MAT-POC34,,TRSE,crab,Trapezia serenei,4.4,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3583,3571,MAT-POC34,,TRSE,crab,Trapezia serenei,3.2,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3584,3572,MAT-POC34,,TRSE,crab,Trapezia serenei,7.8,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3585,3573,MAT-POC34,,TRSE,crab,Trapezia serenei,5.9,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3586,3574,MAT-POC34,,TRSE,crab,Trapezia serenei,10.1,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3587,3575,MAT-POC34,,TRSE,crab,Trapezia serenei,8.4,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3588,3576,MAT-POC34,,TRSE,crab,Trapezia serenei,2.3,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3589,3577,MAT-POC34,,TRSE,crab,Trapezia serenei,6.3,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3590,3578,MAT-POC34,,TRSE,crab,Trapezia serenei,5.7,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3591,3579,MAT-POC34,,TRSE,crab,Trapezia serenei,4.2,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3592,3580,MAT-POC34,,TRSE,crab,Trapezia serenei,7.4,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3593,3581,MAT-POC34,,TRSE,crab,Trapezia serenei,2.7,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3594,3582,MAT-POC34,,TRSE,crab,Trapezia serenei,2,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3595,3583,MAT-POC34,,TRSE,crab,Trapezia serenei,2,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3596,3584,MAT-POC34,,TRSP,crab,Trapezia speciosa,2.6,carapace_width,,,clove,,certain,,,,,,,,210184,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia speciosa
3597,3585,MAT-POC34,,TRAR,crab,Trapezia areolata,5.8,carapace_width,,,clove,,certain,,,,,,,,443874,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia areolata
3598,3586,MAT-POC34,,TRTI,crab,Trapezia tigrina,12.6,carapace_width,,,clove,,certain,,,,,,,,210186,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
3599,3587,MAT-POC34,,TRTI,crab,Trapezia tigrina,14.3,carapace_width,,,clove,,certain,,,,,,,,210186,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
3600,3588,MAT-POC34,,ALLO,shrimp,Alpheus lottini,22.9,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3601,3589,MAT-POC34,,ALLO,shrimp,Alpheus lottini,19.5,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3602,3590,MAT-POC34,,ALLO,shrimp,Alpheus lottini,8.3,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3603,3591,MAT-POC34,,ALLO,shrimp,Alpheus lottini,6.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3604,3592,MAT-POC34,,ALLO,shrimp,Alpheus lottini,7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3605,3593,MAT-POC34,,ALLO,shrimp,Alpheus lottini,4.4,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3606,3594,MAT-POC34,,ALLO,shrimp,Alpheus lottini,4.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3607,3595,MAT-POC34,,ALLO,shrimp,Alpheus lottini,4.8,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3608,3596,MAT-POC34,,ALLO,shrimp,Alpheus lottini,5.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,NA,Alpheus,Alpheus lottini
3609,3597,MAT-POC34,,SAMA,shrimp,Saron marmoratus,11.7,rostrum_to_tail,,,clove,,certain,,,,,,,,210450,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,Saron,Saron marmoratus
3610,3598,MAT-POC34,,SAMA,shrimp,Saron marmoratus,18.5,rostrum_to_tail,,,clove,,certain,,,,,,,,210450,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,Saron,Saron marmoratus
3611,3599,MAT-POC34,,SANE,shrimp,Saron neglectus,12.9,rostrum_to_tail,,,clove,,certain,,,,,,,,210451,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,NA,Saron,Saron neglectus
3612,3600,HAU-POC34,,TRSE,crab,Trapezia serenei,10.8,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3613,3601,HAU-POC34,,TRSE,crab,Trapezia serenei,12.2,carapace_width,,,clove,,certain,gravid,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3614,3602,HAU-POC34,,TRSE,crab,Trapezia serenei,4,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3615,3603,HAU-POC34,,TRSE,crab,Trapezia serenei,2.9,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3616,3604,HAU-POC34,,TRSE,crab,Trapezia serenei,3,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3617,3605,HAU-POC34,,TRSE,crab,Trapezia serenei,5.5,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3618,3606,HAU-POC34,,TRSE,crab,Trapezia serenei,1.6,carapace_width,,,clove,,certain,,,,,,,,443886,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia serenei
3619,3607,HAU-POC34,,TRBI,crab,Trapezia bidentata,9.3,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
3620,3608,HAU-POC34,,TRBI,crab,Trapezia bidentata,10,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
3621,3609,HAU-POC34,,TRBI,crab,Trapezia bidentata,8.6,carapace_width,,,clove,,certain,,,,,,,,443875,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia bidentata
3622,3610,HAU-POC34,,TRTI,crab,Trapezia tigrina,6.9,carapace_width,,,clove,,certain,,,,,,,,210186,species,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Trapezioidea,Trapeziidae,Trapeziinae,Trapezia,Trapezia tigrina
